Date,Close
3/16/2022 16:00:00,189.66
3/17/2022 16:00:00,204.13
3/18/2022 16:00:00,208.06
3/21/2022 16:00:00,204.13
3/22/2022 16:00:00,217.06
3/23/2022 16:00:00,219.48
3/24/2022 16:00:00,223.4
3/25/2022 16:00:00,221.95
3/28/2022 16:00:00,222.12
3/29/2022 16:00:00,223.01
3/30/2022 16:00:00,224.96
3/31/2022 16:00:00,227.08
4/1/2022 16:00:00,227.85
4/4/2022 16:00:00,229.03
4/5/2022 16:00:00,219.96
4/6/2022 16:00:00,211.22
4/7/2022 16:00:00,217.03
4/8/2022 16:00:00,218.21
4/11/2022 16:00:00,216.6
4/12/2022 16:00:00,223.51
4/13/2022 16:00:00,239.86
4/14/2022 16:00:00,235.22
4/18/2022 16:00:00,224.99
4/19/2022 16:00:00,228.66
4/20/2022 16:00:00,222.49
4/21/2022 16:00:00,209.85
4/22/2022 16:00:00,205.62
4/25/2022 16:00:00,214.58
4/26/2022 16:00:00,201.4
4/27/2022 16:00:00,201.06
4/28/2022 16:00:00,207.06
4/29/2022 16:00:00,198.76
5/2/2022 16:00:00,203.65
5/3/2022 16:00:00,199.4
5/4/2022 16:00:00,200.39
5/5/2022 16:00:00,180.98
5/6/2022 16:00:00,164.81
5/9/2022 16:00:00,143.69
5/10/2022 16:00:00,151.88
5/11/2022 16:00:00,137.4
5/12/2022 16:00:00,139.81
5/13/2022 16:00:00,156.29
5/16/2022 16:00:00,146.39
5/17/2022 16:00:00,147.27
5/18/2022 16:00:00,138.5
5/19/2022 16:00:00,142.64
5/20/2022 16:00:00,148.74
5/23/2022 16:00:00,149.27
5/24/2022 16:00:00,139.87
5/25/2022 16:00:00,146.64
5/26/2022 16:00:00,155.84
5/27/2022 16:00:00,166.82
5/31/2022 16:00:00,159.99
6/1/2022 16:00:00,161.45
6/2/2022 16:00:00,174.02
6/3/2022 16:00:00,162.1
6/6/2022 16:00:00,168.97
6/7/2022 16:00:00,176.68
6/8/2022 16:00:00,178.84
6/9/2022 16:00:00,173.55
6/10/2022 16:00:00,169.32
6/13/2022 16:00:00,154.52
6/14/2022 16:00:00,159.26
6/15/2022 16:00:00,164.35
6/16/2022 16:00:00,157.21
6/17/2022 16:00:00,163.9
6/21/2022 16:00:00,164.64
6/22/2022 16:00:00,165.71
6/23/2022 16:00:00,174.9
6/24/2022 16:00:00,184.99
6/27/2022 16:00:00,181.93
6/28/2022 16:00:00,174.19
6/29/2022 16:00:00,175.94
6/30/2022 16:00:00,168.56
7/1/2022 16:00:00,179.25
7/5/2022 16:00:00,187.02
7/6/2022 16:00:00,185.92
7/7/2022 16:00:00,190.2
7/8/2022 16:00:00,190.38
7/11/2022 16:00:00,185.37
7/12/2022 16:00:00,174.39
7/13/2022 16:00:00,174.97
