Date,Close
5/1/2018 16:00:00,25.94
5/2/2018 16:00:00,25.95
5/3/2018 16:00:00,25.89
5/4/2018 16:00:00,26.16
5/7/2018 16:00:00,26.42
5/8/2018 16:00:00,26.68
5/9/2018 16:00:00,27.08
5/10/2018 16:00:00,27.33
5/11/2018 16:00:00,26.61
5/14/2018 16:00:00,26.51
5/15/2018 16:00:00,26.46
5/16/2018 16:00:00,26.33
5/17/2018 16:00:00,26.39
5/18/2018 16:00:00,26.47
5/21/2018 16:00:00,26.56
5/22/2018 16:00:00,26.31
5/23/2018 16:00:00,26.42
5/24/2018 16:00:00,26.6
5/25/2018 16:00:00,26.47
5/29/2018 16:00:00,26.26
5/30/2018 16:00:00,26.54
5/31/2018 16:00:00,26.54
6/1/2018 16:00:00,26.76
6/4/2018 16:00:00,26.92
6/5/2018 16:00:00,27.14
6/6/2018 16:00:00,27.27
6/7/2018 16:00:00,26.96
6/8/2018 16:00:00,27.14
6/11/2018 16:00:00,27.23
6/12/2018 16:00:00,27.5
6/13/2018 16:00:00,27.49
6/14/2018 16:00:00,27.67
6/15/2018 16:00:00,27.51
6/18/2018 16:00:00,27.61
6/19/2018 16:00:00,27.32
6/20/2018 16:00:00,27.46
6/21/2018 16:00:00,27.17
6/22/2018 16:00:00,26.81
6/25/2018 16:00:00,26.15
6/26/2018 16:00:00,26.38
6/27/2018 16:00:00,25.94
6/28/2018 16:00:00,26.25
6/29/2018 16:00:00,26.38
7/2/2018 16:00:00,26.72
7/3/2018 13:00:00,26.67
7/5/2018 16:00:00,26.68
7/6/2018 16:00:00,26.99
7/9/2018 16:00:00,27.08
7/10/2018 16:00:00,27.11
7/11/2018 16:00:00,27.13
7/12/2018 16:00:00,27.76
7/13/2018 16:00:00,27.6
7/16/2018 16:00:00,27.53
7/17/2018 16:00:00,27.78
7/18/2018 16:00:00,27.81
7/19/2018 16:00:00,27.71
7/20/2018 16:00:00,27.72
7/23/2018 16:00:00,27.65
7/24/2018 16:00:00,27.27
7/25/2018 16:00:00,27.65
7/26/2018 16:00:00,27.61
7/27/2018 16:00:00,26.87
7/30/2018 16:00:00,26.17
7/31/2018 16:00:00,26.14
8/1/2018 16:00:00,26.03
8/2/2018 16:00:00,26.62
8/3/2018 16:00:00,26.45
8/6/2018 16:00:00,26.83
8/7/2018 16:00:00,26.88
8/8/2018 16:00:00,26.98
8/9/2018 16:00:00,27.16
8/10/2018 16:00:00,27.05
8/13/2018 16:00:00,26.85
8/14/2018 16:00:00,26.93
8/15/2018 16:00:00,26.68
8/16/2018 16:00:00,26.91
8/17/2018 16:00:00,27.07
8/20/2018 16:00:00,27.17
8/21/2018 16:00:00,27.31
8/22/2018 16:00:00,27.53
8/23/2018 16:00:00,27.63
8/24/2018 16:00:00,28.23
8/27/2018 16:00:00,28.27
8/28/2018 16:00:00,28.44
8/29/2018 16:00:00,28.68
8/30/2018 16:00:00,28.48
8/31/2018 16:00:00,28.66
9/4/2018 16:00:00,28.66
9/5/2018 16:00:00,28.2
9/6/2018 16:00:00,28.31
9/7/2018 16:00:00,28.36
9/10/2018 16:00:00,28.55
9/11/2018 16:00:00,28.6
9/12/2018 16:00:00,28.65
9/13/2018 16:00:00,28.65
9/14/2018 16:00:00,28.89
9/17/2018 16:00:00,28.24
9/18/2018 16:00:00,28.34
9/19/2018 16:00:00,28.04
9/20/2018 16:00:00,28.12
9/21/2018 16:00:00,28.14
9/24/2018 16:00:00,28.22
9/25/2018 16:00:00,28.43
9/26/2018 16:00:00,28.32
9/27/2018 16:00:00,28.38
9/28/2018 16:00:00,28.52
10/1/2018 16:00:00,28.16
10/2/2018 16:00:00,27.66
10/3/2018 16:00:00,27.83
10/4/2018 16:00:00,27.33
10/5/2018 16:00:00,27.08
10/8/2018 16:00:00,26.53
10/9/2018 16:00:00,26.28
10/10/2018 16:00:00,25.46
10/11/2018 16:00:00,25.02
10/12/2018 16:00:00,25.59
10/15/2018 16:00:00,25.49
10/16/2018 16:00:00,26.21
10/17/2018 16:00:00,26.21
10/18/2018 16:00:00,25.8
10/19/2018 16:00:00,25.36
10/22/2018 16:00:00,25.58
10/23/2018 16:00:00,25.48
10/24/2018 16:00:00,24.43
10/25/2018 16:00:00,24.89
10/26/2018 16:00:00,24.28
10/29/2018 16:00:00,23.96
10/30/2018 16:00:00,24.32
10/31/2018 16:00:00,24.93
11/1/2018 16:00:00,25.41
11/2/2018 16:00:00,25.42
11/5/2018 16:00:00,25.28
11/6/2018 16:00:00,25.56
11/7/2018 16:00:00,26.25
11/8/2018 16:00:00,26.32
11/9/2018 16:00:00,25.76
11/12/2018 16:00:00,25.14
11/13/2018 16:00:00,25.1
11/14/2018 16:00:00,24.99
11/15/2018 16:00:00,25.46
11/16/2018 16:00:00,25.45
11/19/2018 16:00:00,24.27
11/20/2018 16:00:00,23.86
11/21/2018 16:00:00,24.2
11/23/2018 13:00:00,24.26
11/26/2018 16:00:00,24.77
11/27/2018 16:00:00,24.47
11/28/2018 16:00:00,25.22
11/29/2018 16:00:00,25.24
11/30/2018 16:00:00,25.45
12/3/2018 16:00:00,25.77
12/4/2018 16:00:00,24.84
12/6/2018 16:00:00,25.28
12/7/2018 16:00:00,24.59
12/10/2018 16:00:00,25.02
12/11/2018 16:00:00,24.91
12/12/2018 16:00:00,25.39
12/13/2018 16:00:00,25.16
12/14/2018 16:00:00,24.6
12/17/2018 16:00:00,23.63
12/18/2018 16:00:00,23.82
12/19/2018 16:00:00,23.59
12/20/2018 16:00:00,23.09
12/21/2018 16:00:00,22.19
12/24/2018 13:00:00,21.94
12/26/2018 16:00:00,22.92
12/27/2018 16:00:00,23.19
12/28/2018 16:00:00,23.21
12/31/2018 16:00:00,23.42
1/2/2019 16:00:00,23.19
1/3/2019 16:00:00,22.55
1/4/2019 16:00:00,23.36
1/7/2019 16:00:00,23.79
1/8/2019 16:00:00,24.27
1/9/2019 16:00:00,24.5
1/10/2019 16:00:00,24.49
1/11/2019 16:00:00,24.49
1/14/2019 16:00:00,24.16
1/15/2019 16:00:00,24.57
1/16/2019 16:00:00,24.53
1/17/2019 16:00:00,24.78
1/18/2019 16:00:00,24.87
1/22/2019 16:00:00,24.58
1/23/2019 16:00:00,24.78
1/24/2019 16:00:00,24.91
1/25/2019 16:00:00,25.33
1/28/2019 16:00:00,25.3
1/29/2019 16:00:00,25.24
1/30/2019 16:00:00,25.62
1/31/2019 16:00:00,25.91
2/1/2019 16:00:00,26.43
2/4/2019 16:00:00,26.79
2/5/2019 16:00:00,27.01
2/6/2019 16:00:00,26.9
2/7/2019 16:00:00,26.55
2/8/2019 16:00:00,26.97
